0.5 0.5 0 0 0 0 0 0 
0.5 0.854988 0 0 0 0 0 0 
0.5 1.46201 0 0 0 0 0 0 
0.5 2.5 0 0 0 0 0 0 
0.854988 0.5 2.85079e-39 1.2846e-39 2.85079e-39 1.2846e-39 2.85079e-39 1.2846e-39 
0.854988 0.854988 0 0 0 0 0 0 
0.854988 1.46201 0 0 0 0 0 0 
0.854988 2.5 0 0 0 0 0 0 
1.46201 0.5 2.33409e-39 5.99764e-40 2.33409e-39 5.99764e-40 2.33409e-39 5.99764e-40 
1.46201 0.854988 2.53155e-39 1.15283e-39 2.53155e-39 1.15283e-39 2.53155e-39 1.15283e-39 
1.46201 1.46201 0 0 0 0 0 0 
1.46201 2.5 0 0 0 0 0 0 
2.5 0.5 2.22782e-39 4.69238e-40 2.22782e-39 4.69238e-40 2.22782e-39 4.69238e-40 
2.5 0.854988 2.26959e-39 6.22701e-40 2.26959e-39 6.22701e-40 2.26959e-39 6.22701e-40 
2.5 1.46201 2.39559e-39 1.11407e-39 2.39559e-39 1.11407e-39 2.39559e-39 1.11407e-39 
2.5 2.5 0 0 0 0 0 0 
