5e+08	0.0795489	0.214353	0.706098	0.0645243	0.08738	0.848096	
1.5e+09	0.0341486	0.859139	0.106712	0.0517843	0.78068	0.167536	
2e+09	0.0109825	0.0618568	0.927161	0.016044	0.0906842	0.893272	
2.5e+09	0.0333242	0.772713	0.193963	0.0437301	0.828487	0.127783	
